57,Geopotential height [gpm],2000[Pa] ISBL="Isobaric surface"
58,Temperature [C],2000[Pa] ISBL="Isobaric surface"
59,Relative humidity [%],2000[Pa] ISBL="Isobaric surface"
60,u-component of wind [m/s],2000[Pa] ISBL="Isobaric surface"
61,v-component of wind [m/s],2000[Pa] ISBL="Isobaric surface"
62,Absolute vorticity [1/s],2000[Pa] ISBL="Isobaric surface"
63,Ozone Mixing Ratio [kg/kg],2000[Pa] ISBL="Isobaric surface"
64,Geopotential height [gpm],3000[Pa] ISBL="Isobaric surface"
65,Temperature [C],3000[Pa] ISBL="Isobaric surface"
66,Relative humidity [%],3000[Pa] ISBL="Isobaric surface"
67,u-component of wind [m/s],3000[Pa] ISBL="Isobaric surface"
68,v-component of wind [m/s],3000[Pa] ISBL="Isobaric surface"
69,Absolute vorticity [1/s],3000[Pa] ISBL="Isobaric surface"
70,Ozone Mixing Ratio [kg/kg],3000[Pa] ISBL="Isobaric surface"
71,Geopotential height [gpm],4000[Pa] ISBL="Isobaric surface"
72,Temperature [C],4000[Pa] ISBL="Isobaric surface"
73,Absolute vorticity [1/s],4000[Pa] ISBL="Isobaric surface"
74,Ozone Mixing Ratio [kg/kg],4000[Pa] ISBL="Isobaric surface"
75,Geopotential height [gpm],5000[Pa] ISBL="Isobaric surface"
76,Temperature [C],5000[Pa] ISBL="Isobaric surface"
77,Relative humidity [%],5000[Pa] ISBL="Isobaric surface"
78,Total cloud cover [%],5000[Pa] ISBL="Isobaric surface"
79,u-component of wind [m/s],5000[Pa] ISBL="Isobaric surface"
80,v-component of wind [m/s],5000[Pa] ISBL="Isobaric surface"
81,Absolute vorticity [1/s],5000[Pa] ISBL="Isobaric surface"
82,Cloud mixing ratio [kg/kg],5000[Pa] ISBL="Isobaric surface"
83,Ice water mixing ratio [kg/kg],5000[Pa] ISBL="Isobaric surface"
84,Rain mixing ratio [kg/kg],5000[Pa] ISBL="Isobaric surface"
85,Snow mixing ratio [kg/kg],5000[Pa] ISBL="Isobaric surface"
86,Graupel (snow pellets) [kg/kg],5000[Pa] ISBL="Isobaric surface"
87,Ozone Mixing Ratio [kg/kg],5000[Pa] ISBL="Isobaric surface"
88,Geopotential height [gpm],7000[Pa] ISBL="Isobaric surface"
89,Temperature [C],7000[Pa] ISBL="Isobaric surface"
90,Relative humidity [%],7000[Pa] ISBL="Isobaric surface"
91,u-component of wind [m/s],7000[Pa] ISBL="Isobaric surface"
92,v-component of wind [m/s],7000[Pa] ISBL="Isobaric surface"
93,Absolute vorticity [1/s],7000[Pa] ISBL="Isobaric surface"
94,Ozone Mixing Ratio [kg/kg],7000[Pa] ISBL="Isobaric surface"
95,Geopotential height [gpm],10000[Pa] ISBL="Isobaric surface"
96,Temperature [C],10000[Pa] ISBL="Isobaric surface"
97,Relative humidity [%],10000[Pa] ISBL="Isobaric surface"
98,Total cloud cover [%],10000[Pa] ISBL="Isobaric surface"
99,Vertical velocity (pressure) [Pa/s],10000[Pa] ISBL="Isobaric surface"
100,Verical velocity (geometric) [m/s],10000[Pa] ISBL="Isobaric surface"
101,u-component of wind [m/s],10000[Pa] ISBL="Isobaric surface"
102,v-component of wind [m/s],10000[Pa] ISBL="Isobaric surface"
103,Absolute vorticity [1/s],10000[Pa] ISBL="Isobaric surface"
104,Cloud mixing ratio [kg/kg],10000[Pa] ISBL="Isobaric surface"
105,Ice water mixing ratio [kg/kg],10000[Pa] ISBL="Isobaric surface"
106,Rain mixing ratio [kg/kg],10000[Pa] ISBL="Isobaric surface"
107,Snow mixing ratio [kg/kg],10000[Pa] ISBL="Isobaric surface"
108,Graupel (snow pellets) [kg/kg],10000[Pa] ISBL="Isobaric surface"
109,Ozone Mixing Ratio [kg/kg],10000[Pa] ISBL="Isobaric surface"
110,Geopotential height [gpm],15000[Pa] ISBL="Isobaric surface"
111,Temperature [C],15000[Pa] ISBL="Isobaric surface"
112,Relative humidity [%],15000[Pa] ISBL="Isobaric surface"
113,Total cloud cover [%],15000[Pa] ISBL="Isobaric surface"
114,Vertical velocity (pressure) [Pa/s],15000[Pa] ISBL="Isobaric surface"
115,Verical velocity (geometric) [m/s],15000[Pa] ISBL="Isobaric surface"
116,u-component of wind [m/s],15000[Pa] ISBL="Isobaric surface"
117,v-component of wind [m/s],15000[Pa] ISBL="Isobaric surface"
118,Absolute vorticity [1/s],15000[Pa] ISBL="Isobaric surface"
119,Cloud mixing ratio [kg/kg],15000[Pa] ISBL="Isobaric surface"
120,Ice water mixing ratio [kg/kg],15000[Pa] ISBL="Isobaric surface"
121,Rain mixing ratio [kg/kg],15000[Pa] ISBL="Isobaric surface"
122,Snow mixing ratio [kg/kg],15000[Pa] ISBL="Isobaric surface"
123,Graupel (snow pellets) [kg/kg],15000[Pa] ISBL="Isobaric surface"
124,Ozone Mixing Ratio [kg/kg],15000[Pa] ISBL="Isobaric surface"
125,Geopotential height [gpm],20000[Pa] ISBL="Isobaric surface"
126,Temperature [C],20000[Pa] ISBL="Isobaric surface"
127,Relative humidity [%],20000[Pa] ISBL="Isobaric surface"
128,Total cloud cover [%],20000[Pa] ISBL="Isobaric surface"
129,Vertical velocity (pressure) [Pa/s],20000[Pa] ISBL="Isobaric surface"
130,Verical velocity (geometric) [m/s],20000[Pa] ISBL="Isobaric surface"
131,u-component of wind [m/s],20000[Pa] ISBL="Isobaric surface"
132,v-component of wind [m/s],20000[Pa] ISBL="Isobaric surface"
133,Absolute vorticity [1/s],20000[Pa] ISBL="Isobaric surface"
134,Cloud mixing ratio [kg/kg],20000[Pa] ISBL="Isobaric surface"
135,Ice water mixing ratio [kg/kg],20000[Pa] ISBL="Isobaric surface"
136,Rain mixing ratio [kg/kg],20000[Pa] ISBL="Isobaric surface"
137,Snow mixing ratio [kg/kg],20000[Pa] ISBL="Isobaric surface"
138,Graupel (snow pellets) [kg/kg],20000[Pa] ISBL="Isobaric surface"
139,Ozone Mixing Ratio [kg/kg],20000[Pa] ISBL="Isobaric surface"
140,Geopotential height [gpm],25000[Pa] ISBL="Isobaric surface"
141,Temperature [C],25000[Pa] ISBL="Isobaric surface"
142,Relative humidity [%],25000[Pa] ISBL="Isobaric surface"
143,Total cloud cover [%],25000[Pa] ISBL="Isobaric surface"
144,Vertical velocity (pressure) [Pa/s],25000[Pa] ISBL="Isobaric surface"
145,Verical velocity (geometric) [m/s],25000[Pa] ISBL="Isobaric surface"
146,u-component of wind [m/s],25000[Pa] ISBL="Isobaric surface"
147,v-component of wind [m/s],25000[Pa] ISBL="Isobaric surface"
148,Absolute vorticity [1/s],25000[Pa] ISBL="Isobaric surface"
149,Cloud mixing ratio [kg/kg],25000[Pa] ISBL="Isobaric surface"
150,Ice water mixing ratio [kg/kg],25000[Pa] ISBL="Isobaric surface"
151,Rain mixing ratio [kg/kg],25000[Pa] ISBL="Isobaric surface"
152,Snow mixing ratio [kg/kg],25000[Pa] ISBL="Isobaric surface"
153,Graupel (snow pellets) [kg/kg],25000[Pa] ISBL="Isobaric surface"
154,Ozone Mixing Ratio [kg/kg],25000[Pa] ISBL="Isobaric surface"
155,Geopotential height [gpm],30000[Pa] ISBL="Isobaric surface"
156,Temperature [C],30000[Pa] ISBL="Isobaric surface"
157,Relative humidity [%],30000[Pa] ISBL="Isobaric surface"
158,Total cloud cover [%],30000[Pa] ISBL="Isobaric surface"
159,Vertical velocity (pressure) [Pa/s],30000[Pa] ISBL="Isobaric surface"
160,Verical velocity (geometric) [m/s],30000[Pa] ISBL="Isobaric surface"
161,u-component of wind [m/s],30000[Pa] ISBL="Isobaric surface"
162,v-component of wind [m/s],30000[Pa] ISBL="Isobaric surface"
163,Absolute vorticity [1/s],30000[Pa] ISBL="Isobaric surface"
164,Cloud mixing ratio [kg/kg],30000[Pa] ISBL="Isobaric surface"
165,Ice water mixing ratio [kg/kg],30000[Pa] ISBL="Isobaric surface"
166,Rain mixing ratio [kg/kg],30000[Pa] ISBL="Isobaric surface"
167,Snow mixing ratio [kg/kg],30000[Pa] ISBL="Isobaric surface"
168,Graupel (snow pellets) [kg/kg],30000[Pa] ISBL="Isobaric surface"
169,Ozone Mixing Ratio [kg/kg],30000[Pa] ISBL="Isobaric surface"
170,Geopotential height [gpm],35000[Pa] ISBL="Isobaric surface"
171,Temperature [C],35000[Pa] ISBL="Isobaric surface"
172,Relative humidity [%],35000[Pa] ISBL="Isobaric surface"
173,Total cloud cover [%],35000[Pa] ISBL="Isobaric surface"
174,Vertical velocity (pressure) [Pa/s],35000[Pa] ISBL="Isobaric surface"
175,Verical velocity (geometric) [m/s],35000[Pa] ISBL="Isobaric surface"
176,u-component of wind [m/s],35000[Pa] ISBL="Isobaric surface"
177,v-component of wind [m/s],35000[Pa] ISBL="Isobaric surface"
178,Absolute vorticity [1/s],35000[Pa] ISBL="Isobaric surface"
179,Cloud mixing ratio [kg/kg],35000[Pa] ISBL="Isobaric surface"
180,Ice water mixing ratio [kg/kg],35000[Pa] ISBL="Isobaric surface"
181,Rain mixing ratio [kg/kg],35000[Pa] ISBL="Isobaric surface"
182,Snow mixing ratio [kg/kg],35000[Pa] ISBL="Isobaric surface"
183,Graupel (snow pellets) [kg/kg],35000[Pa] ISBL="Isobaric surface"
184,Ozone Mixing Ratio [kg/kg],35000[Pa] ISBL="Isobaric surface"
185,Geopotential height [gpm],40000[Pa] ISBL="Isobaric surface"
186,Temperature [C],40000[Pa] ISBL="Isobaric surface"
187,Relative humidity [%],40000[Pa] ISBL="Isobaric surface"
188,Total cloud cover [%],40000[Pa] ISBL="Isobaric surface"
189,Vertical velocity (pressure) [Pa/s],40000[Pa] ISBL="Isobaric surface"
190,Verical velocity (geometric) [m/s],40000[Pa] ISBL="Isobaric surface"
191,u-component of wind [m/s],40000[Pa] ISBL="Isobaric surface"
192,v-component of wind [m/s],40000[Pa] ISBL="Isobaric surface"
193,Absolute vorticity [1/s],40000[Pa] ISBL="Isobaric surface"
194,Cloud mixing ratio [kg/kg],40000[Pa] ISBL="Isobaric surface"
195,Ice water mixing ratio [kg/kg],40000[Pa] ISBL="Isobaric surface"
196,Rain mixing ratio [kg/kg],40000[Pa] ISBL="Isobaric surface"
197,Snow mixing ratio [kg/kg],40000[Pa] ISBL="Isobaric surface"
198,Graupel (snow pellets) [kg/kg],40000[Pa] ISBL="Isobaric surface"
199,Ozone Mixing Ratio [kg/kg],40000[Pa] ISBL="Isobaric surface"
200,Geopotential height [gpm],45000[Pa] ISBL="Isobaric surface"
201,Temperature [C],45000[Pa] ISBL="Isobaric surface"
202,Relative humidity [%],45000[Pa] ISBL="Isobaric surface"
203,Total cloud cover [%],45000[Pa] ISBL="Isobaric surface"
204,Vertical velocity (pressure) [Pa/s],45000[Pa] ISBL="Isobaric surface"
205,Verical velocity (geometric) [m/s],45000[Pa] ISBL="Isobaric surface"
206,u-component of wind [m/s],45000[Pa] ISBL="Isobaric surface"
207,v-component of wind [m/s],45000[Pa] ISBL="Isobaric surface"
208,Absolute vorticity [1/s],45000[Pa] ISBL="Isobaric surface"
209,Cloud mixing ratio [kg/kg],45000[Pa] ISBL="Isobaric surface"
210,Ice water mixing ratio [kg/kg],45000[Pa] ISBL="Isobaric surface"
211,Rain mixing ratio [kg/kg],45000[Pa] ISBL="Isobaric surface"
212,Snow mixing ratio [kg/kg],45000[Pa] ISBL="Isobaric surface"
213,Graupel (snow pellets) [kg/kg],45000[Pa] ISBL="Isobaric surface"
214,Geopotential height [gpm],50000[Pa] ISBL="Isobaric surface"
215,Temperature [C],50000[Pa] ISBL="Isobaric surface"
216,Relative humidity [%],50000[Pa] ISBL="Isobaric surface"
217,Total cloud cover [%],50000[Pa] ISBL="Isobaric surface"
218,Vertical velocity (pressure) [Pa/s],50000[Pa] ISBL="Isobaric surface"
219,Verical velocity (geometric) [m/s],50000[Pa] ISBL="Isobaric surface"
220,u-component of wind [m/s],50000[Pa] ISBL="Isobaric surface"
221,v-component of wind [m/s],50000[Pa] ISBL="Isobaric surface"
222,Absolute vorticity [1/s],50000[Pa] ISBL="Isobaric surface"
223,Cloud mixing ratio [kg/kg],50000[Pa] ISBL="Isobaric surface"
224,Ice water mixing ratio [kg/kg],50000[Pa] ISBL="Isobaric surface"
225,Rain mixing ratio [kg/kg],50000[Pa] ISBL="Isobaric surface"
226,Snow mixing ratio [kg/kg],50000[Pa] ISBL="Isobaric surface"
227,Graupel (snow pellets) [kg/kg],50000[Pa] ISBL="Isobaric surface"
228,Ozone Mixing Ratio [kg/kg],50000[Pa] ISBL="Isobaric surface"
229,Geopotential height [gpm],55000[Pa] ISBL="Isobaric surface"
230,Temperature [C],55000[Pa] ISBL="Isobaric surface"
231,Relative humidity [%],55000[Pa] ISBL="Isobaric surface"
232,Total cloud cover [%],55000[Pa] ISBL="Isobaric surface"
233,Vertical velocity (pressure) [Pa/s],55000[Pa] ISBL="Isobaric surface"
234,Verical velocity (geometric) [m/s],55000[Pa] ISBL="Isobaric surface"
235,u-component of wind [m/s],55000[Pa] ISBL="Isobaric surface"
236,v-component of wind [m/s],55000[Pa] ISBL="Isobaric surface"
237,Absolute vorticity [1/s],55000[Pa] ISBL="Isobaric surface"
238,Cloud mixing ratio [kg/kg],55000[Pa] ISBL="Isobaric surface"
239,Ice water mixing ratio [kg/kg],55000[Pa] ISBL="Isobaric surface"
240,Rain mixing ratio [kg/kg],55000[Pa] ISBL="Isobaric surface"
241,Snow mixing ratio [kg/kg],55000[Pa] ISBL="Isobaric surface"
242,Graupel (snow pellets) [kg/kg],55000[Pa] ISBL="Isobaric surface"
243,Geopotential height [gpm],60000[Pa] ISBL="Isobaric surface"
244,Temperature [C],60000[Pa] ISBL="Isobaric surface"
245,Relative humidity [%],60000[Pa] ISBL="Isobaric surface"
246,Total cloud cover [%],60000[Pa] ISBL="Isobaric surface"
247,Vertical velocity (pressure) [Pa/s],60000[Pa] ISBL="Isobaric surface"
248,Verical velocity (geometric) [m/s],60000[Pa] ISBL="Isobaric surface"
249,u-component of wind [m/s],60000[Pa] ISBL="Isobaric surface"
250,v-component of wind [m/s],60000[Pa] ISBL="Isobaric surface"
251,Absolute vorticity [1/s],60000[Pa] ISBL="Isobaric surface"
252,Cloud mixing ratio [kg/kg],60000[Pa] ISBL="Isobaric surface"
253,Ice water mixing ratio [kg/kg],60000[Pa] ISBL="Isobaric surface"
254,Rain mixing ratio [kg/kg],60000[Pa] ISBL="Isobaric surface"
255,Snow mixing ratio [kg/kg],60000[Pa] ISBL="Isobaric surface"
256,Graupel (snow pellets) [kg/kg],60000[Pa] ISBL="Isobaric surface"
257,Geopotential height [gpm],65000[Pa] ISBL="Isobaric surface"
258,Temperature [C],65000[Pa] ISBL="Isobaric surface"
259,Relative humidity [%],65000[Pa] ISBL="Isobaric surface"
260,Total cloud cover [%],65000[Pa] ISBL="Isobaric surface"
261,Vertical velocity (pressure) [Pa/s],65000[Pa] ISBL="Isobaric surface"
262,Verical velocity (geometric) [m/s],65000[Pa] ISBL="Isobaric surface"
263,u-component of wind [m/s],65000[Pa] ISBL="Isobaric surface"
264,v-component of wind [m/s],65000[Pa] ISBL="Isobaric surface"
265,Absolute vorticity [1/s],65000[Pa] ISBL="Isobaric surface"
266,Cloud mixing ratio [kg/kg],65000[Pa] ISBL="Isobaric surface"
267,Ice water mixing ratio [kg/kg],65000[Pa] ISBL="Isobaric surface"
268,Rain mixing ratio [kg/kg],65000[Pa] ISBL="Isobaric surface"
269,Snow mixing ratio [kg/kg],65000[Pa] ISBL="Isobaric surface"
270,Graupel (snow pellets) [kg/kg],65000[Pa] ISBL="Isobaric surface"
271,Geopotential height [gpm],70000[Pa] ISBL="Isobaric surface"
272,Temperature [C],70000[Pa] ISBL="Isobaric surface"
273,Relative humidity [%],70000[Pa] ISBL="Isobaric surface"
274,Total cloud cover [%],70000[Pa] ISBL="Isobaric surface"
275,Vertical velocity (pressure) [Pa/s],70000[Pa] ISBL="Isobaric surface"
276,Verical velocity (geometric) [m/s],70000[Pa] ISBL="Isobaric surface"
277,u-component of wind [m/s],70000[Pa] ISBL="Isobaric surface"
278,v-component of wind [m/s],70000[Pa] ISBL="Isobaric surface"
279,Absolute vorticity [1/s],70000[Pa] ISBL="Isobaric surface"
280,Cloud mixing ratio [kg/kg],70000[Pa] ISBL="Isobaric surface"
281,Ice water mixing ratio [kg/kg],70000[Pa] ISBL="Isobaric surface"
282,Rain mixing ratio [kg/kg],70000[Pa] ISBL="Isobaric surface"
283,Snow mixing ratio [kg/kg],70000[Pa] ISBL="Isobaric surface"
284,Graupel (snow pellets) [kg/kg],70000[Pa] ISBL="Isobaric surface"
285,Ozone Mixing Ratio [kg/kg],70000[Pa] ISBL="Isobaric surface"
286,Geopotential height [gpm],75000[Pa] ISBL="Isobaric surface"
287,Temperature [C],75000[Pa] ISBL="Isobaric surface"
288,Relative humidity [%],75000[Pa] ISBL="Isobaric surface"
289,Total cloud cover [%],75000[Pa] ISBL="Isobaric surface"
290,Vertical velocity (pressure) [Pa/s],75000[Pa] ISBL="Isobaric surface"
291,Verical velocity (geometric) [m/s],75000[Pa] ISBL="Isobaric surface"
292,u-component of wind [m/s],75000[Pa] ISBL="Isobaric surface"
293,v-component of wind [m/s],75000[Pa] ISBL="Isobaric surface"
294,Absolute vorticity [1/s],75000[Pa] ISBL="Isobaric surface"
295,Cloud mixing ratio [kg/kg],75000[Pa] ISBL="Isobaric surface"
296,Ice water mixing ratio [kg/kg],75000[Pa] ISBL="Isobaric surface"
297,Rain mixing ratio [kg/kg],75000[Pa] ISBL="Isobaric surface"
298,Snow mixing ratio [kg/kg],75000[Pa] ISBL="Isobaric surface"
299,Graupel (snow pellets) [kg/kg],75000[Pa] ISBL="Isobaric surface"
300,Geopotential height [gpm],80000[Pa] ISBL="Isobaric surface"
301,Temperature [C],80000[Pa] ISBL="Isobaric surface"
302,Relative humidity [%],80000[Pa] ISBL="Isobaric surface"
303,Total cloud cover [%],80000[Pa] ISBL="Isobaric surface"
304,Vertical velocity (pressure) [Pa/s],80000[Pa] ISBL="Isobaric surface"
305,Verical velocity (geometric) [m/s],80000[Pa] ISBL="Isobaric surface"
306,u-component of wind [m/s],80000[Pa] ISBL="Isobaric surface"
307,v-component of wind [m/s],80000[Pa] ISBL="Isobaric surface"
308,Absolute vorticity [1/s],80000[Pa] ISBL="Isobaric surface"
309,Cloud mixing ratio [kg/kg],80000[Pa] ISBL="Isobaric surface"
310,Ice water mixing ratio [kg/kg],80000[Pa] ISBL="Isobaric surface"
311,Rain mixing ratio [kg/kg],80000[Pa] ISBL="Isobaric surface"
312,Snow mixing ratio [kg/kg],80000[Pa] ISBL="Isobaric surface"
313,Graupel (snow pellets) [kg/kg],80000[Pa] ISBL="Isobaric surface"
314,Geopotential height [gpm],85000[Pa] ISBL="Isobaric surface"
315,Temperature [C],85000[Pa] ISBL="Isobaric surface"
316,Relative humidity [%],85000[Pa] ISBL="Isobaric surface"
317,Total cloud cover [%],85000[Pa] ISBL="Isobaric surface"
318,Vertical velocity (pressure) [Pa/s],85000[Pa] ISBL="Isobaric surface"
319,Verical velocity (geometric) [m/s],85000[Pa] ISBL="Isobaric surface"
320,u-component of wind [m/s],85000[Pa] ISBL="Isobaric surface"
321,v-component of wind [m/s],85000[Pa] ISBL="Isobaric surface"
322,Absolute vorticity [1/s],85000[Pa] ISBL="Isobaric surface"
323,Cloud mixing ratio [kg/kg],85000[Pa] ISBL="Isobaric surface"
324,Ice water mixing ratio [kg/kg],85000[Pa] ISBL="Isobaric surface"
325,Rain mixing ratio [kg/kg],85000[Pa] ISBL="Isobaric surface"
326,Snow mixing ratio [kg/kg],85000[Pa] ISBL="Isobaric surface"
327,Graupel (snow pellets) [kg/kg],85000[Pa] ISBL="Isobaric surface"
328,Ozone Mixing Ratio [kg/kg],85000[Pa] ISBL="Isobaric surface"
329,Geopotential height [gpm],90000[Pa] ISBL="Isobaric surface"
330,Temperature [C],90000[Pa] ISBL="Isobaric surface"
331,Relative humidity [%],90000[Pa] ISBL="Isobaric surface"
332,Total cloud cover [%],90000[Pa] ISBL="Isobaric surface"
333,Vertical velocity (pressure) [Pa/s],90000[Pa] ISBL="Isobaric surface"
334,Verical velocity (geometric) [m/s],90000[Pa] ISBL="Isobaric surface"
335,u-component of wind [m/s],90000[Pa] ISBL="Isobaric surface"
336,v-component of wind [m/s],90000[Pa] ISBL="Isobaric surface"
337,Absolute vorticity [1/s],90000[Pa] ISBL="Isobaric surface"
338,Cloud mixing ratio [kg/kg],90000[Pa] ISBL="Isobaric surface"
339,Ice water mixing ratio [kg/kg],90000[Pa] ISBL="Isobaric surface"
340,Rain mixing ratio [kg/kg],90000[Pa] ISBL="Isobaric surface"
341,Snow mixing ratio [kg/kg],90000[Pa] ISBL="Isobaric surface"
342,Graupel (snow pellets) [kg/kg],90000[Pa] ISBL="Isobaric surface"
343,Geopotential height [gpm],92500[Pa] ISBL="Isobaric surface"
344,Temperature [C],92500[Pa] ISBL="Isobaric surface"
345,Relative humidity [%],92500[Pa] ISBL="Isobaric surface"
346,Total cloud cover [%],92500[Pa] ISBL="Isobaric surface"
347,Vertical velocity (pressure) [Pa/s],92500[Pa] ISBL="Isobaric surface"
348,Verical velocity (geometric) [m/s],92500[Pa] ISBL="Isobaric surface"
349,u-component of wind [m/s],92500[Pa] ISBL="Isobaric surface"
350,v-component of wind [m/s],92500[Pa] ISBL="Isobaric surface"
351,Absolute vorticity [1/s],92500[Pa] ISBL="Isobaric surface"
352,Cloud mixing ratio [kg/kg],92500[Pa] ISBL="Isobaric surface"
353,Ice water mixing ratio [kg/kg],92500[Pa] ISBL="Isobaric surface"
354,Rain mixing ratio [kg/kg],92500[Pa] ISBL="Isobaric surface"
355,Snow mixing ratio [kg/kg],92500[Pa] ISBL="Isobaric surface"
356,Graupel (snow pellets) [kg/kg],92500[Pa] ISBL="Isobaric surface"
357,Geopotential height [gpm],95000[Pa] ISBL="Isobaric surface"
358,Temperature [C],95000[Pa] ISBL="Isobaric surface"
359,Relative humidity [%],95000[Pa] ISBL="Isobaric surface"
360,Total cloud cover [%],95000[Pa] ISBL="Isobaric surface"
361,Vertical velocity (pressure) [Pa/s],95000[Pa] ISBL="Isobaric surface"
362,Verical velocity (geometric) [m/s],95000[Pa] ISBL="Isobaric surface"
363,u-component of wind [m/s],95000[Pa] ISBL="Isobaric surface"
364,v-component of wind [m/s],95000[Pa] ISBL="Isobaric surface"
365,Absolute vorticity [1/s],95000[Pa] ISBL="Isobaric surface"
366,Cloud mixing ratio [kg/kg],95000[Pa] ISBL="Isobaric surface"
367,Ice water mixing ratio [kg/kg],95000[Pa] ISBL="Isobaric surface"
368,Rain mixing ratio [kg/kg],95000[Pa] ISBL="Isobaric surface"
369,Snow mixing ratio [kg/kg],95000[Pa] ISBL="Isobaric surface"
370,Graupel (snow pellets) [kg/kg],95000[Pa] ISBL="Isobaric surface"
371,|(prodType 2, cat 4, subcat 2) [-]|,0[-] SFC="Ground or water surface"
372,Geopotential height [gpm],97500[Pa] ISBL="Isobaric surface"
373,Temperature [C],97500[Pa] ISBL="Isobaric surface"
374,Relative humidity [%],97500[Pa] ISBL="Isobaric surface"
375,Total cloud cover [%],97500[Pa] ISBL="Isobaric surface"
376,Vertical velocity (pressure) [Pa/s],97500[Pa] ISBL="Isobaric surface"
377,Verical velocity (geometric) [m/s],97500[Pa] ISBL="Isobaric surface"
378,u-component of wind [m/s],97500[Pa] ISBL="Isobaric surface"
379,v-component of wind [m/s],97500[Pa] ISBL="Isobaric surface"
380,Absolute vorticity [1/s],97500[Pa] ISBL="Isobaric surface"
381,Cloud mixing ratio [kg/kg],97500[Pa] ISBL="Isobaric surface"
382,Ice water mixing ratio [kg/kg],97500[Pa] ISBL="Isobaric surface"
383,Rain mixing ratio [kg/kg],97500[Pa] ISBL="Isobaric surface"
384,Snow mixing ratio [kg/kg],97500[Pa] ISBL="Isobaric surface"
385,Graupel (snow pellets) [kg/kg],97500[Pa] ISBL="Isobaric surface"
